mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	55							
12	12	33	33	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	56							9
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	57							9
12	12	34	34	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	58							9
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	59							
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	60							
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	61							
13	13	36	36	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	62							
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	63							
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	64							10
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	65							10
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	66							
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	67							
14	14	39	39	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	68							
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	69							
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	70							11
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	71							11
14	14	41	41	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	72							
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	73							
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	74							12
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	75							
15	15	43	43	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	76							13
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	77							
15	15	44	44	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	78							
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	79							
16	16	45	45	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	80							
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	81							
16	16	46	46	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	82							
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	83							
16	16	47	47	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	84							
17	17	48	48	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	85							14
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	86							14
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	87							
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	88							
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	89							
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	90							
18	18	51	51	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	91							15
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	92							15
18	18	52	52	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	93							15
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	94							
18	18	53	53	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	95							
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	96							16
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	97							16
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	98							
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	99							
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	100							
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	101							
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	102							17
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	103							17
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	104							17
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	105							
20	20	59	59	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	106							
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	107							18
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	108							18
21	21	61	61	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	109							
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	110							
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	111							
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	112							
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	113							19
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	114							19
22	22	64	64	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	115							
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	116							
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	117							
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	118							
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	119							
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	120							20
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	121							20
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	122							
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	123							
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	124							
24	24	69	69	0.0	0	0	StaffText	3/4	1	1	0				Menuet I da Capo						
24	24	69	69	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	125							
