mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
5	4	51/4	51/4	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	51							22
5	4	13	13	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	52							
5	4	53/4	53/4	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	53							23
5	4	27/2	27/2	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	54							
5	4	55/4	55/4	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	55							24
5	4	14	14	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	56							
5	4	57/4	57/4	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	57							25
5	4	29/2	29/2	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	58							25
5	4	59/4	59/4	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	59							
5	4	15	15	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	60							
5	4	61/4	61/4	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	61							
5	4	31/2	31/2	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	62							
5	4	63/4	63/4	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	63							
5	4	16	16	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	64							
6	5	65/4	65/4	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	65							26
6	5	33/2	33/2	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	66							
6	5	67/4	67/4	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	67							27
6	5	17	17	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	68							
6	5	69/4	69/4	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	69							28
6	5	35/2	35/2	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	70							
6	5	71/4	71/4	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	71							29
6	5	18	18	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	72							
6	5	73/4	73/4	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	73							30
6	5	37/2	37/2	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	74							30
6	5	75/4	75/4	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	75							
6	5	19	19	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	76							
6	5	77/4	77/4	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	77							31
6	5	39/2	39/2	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	78							
6	5	79/4	79/4	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	79							32
6	5	20	20	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	80							
7	6	81/4	81/4	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	81							33
7	6	41/2	41/2	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	82							
7	6	83/4	83/4	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	83							34
7	6	21	21	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	84							
7	6	85/4	85/4	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	85							35
7	6	43/2	43/2	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	86							
7	6	87/4	87/4	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	87							36
7	6	22	22	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	88							
7	6	89/4	89/4	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	89							37
7	6	45/2	45/2	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	90							
7	6	91/4	91/4	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	91							38
7	6	23	23	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	92							
7	6	93/4	93/4	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	93							39
7	6	47/2	47/2	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	94							
7	6	95/4	95/4	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	95							40
7	6	24	24	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	96							
8	7	97/4	97/4	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	97							41
8	7	49/2	49/2	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	98							
8	7	99/4	99/4	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	99							42
8	7	25	25	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	100							
8	7	101/4	101/4	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	101							43
8	7	51/2	51/2	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	102							
8	7	103/4	103/4	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	103							44
8	7	26	26	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	104							
8	7	105/4	105/4	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	105							45
8	7	53/2	53/2	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	106							
8	7	107/4	107/4	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	107							46
8	7	27	27	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	108							
8	7	109/4	109/4	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	109							47
8	7	55/2	55/2	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	110							47
8	7	111/4	111/4	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	111							
8	7	28	28	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	112							
9	8	113/4	113/4	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	113							48
9	8	57/2	57/2	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	114							
9	8	115/4	115/4	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	115							49
9	8	29	29	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	116							
9	8	117/4	117/4	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	117							50
9	8	59/2	59/2	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	118							
9	8	119/4	119/4	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	119							51
9	8	30	30	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	120							
9	8	121/4	121/4	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	121							52
9	8	61/2	61/2	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	122							
9	8	123/4	123/4	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	123							53
9	8	31	31	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	124							
9	8	125/4	125/4	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	125							54
9	8	63/2	63/2	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	126							
9	8	127/4	127/4	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	127							55
9	8	32	32	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	128							
10	9	129/4	129/4	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	129							56
10	9	65/2	65/2	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	130							
10	9	131/4	131/4	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	131							57
10	9	33	33	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	132							
10	9	133/4	133/4	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	133							58
10	9	67/2	67/2	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	134							
10	9	135/4	135/4	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	135							59
10	9	34	34	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	136							
10	9	137/4	137/4	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	137							60
10	9	69/2	69/2	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	138							
10	9	139/4	139/4	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	139							61
10	9	35	35	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	140							
10	9	141/4	141/4	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	141							62
10	9	71/2	71/2	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	142							62
10	9	143/4	143/4	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	143							
10	9	36	36	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	144							
11	10	145/4	145/4	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	145							63
11	10	73/2	73/2	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	146							
11	10	147/4	147/4	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	147							64
11	10	37	37	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	148							
11	10	149/4	149/4	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	149							65
11	10	75/2	75/2	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	150							
11	10	151/4	151/4	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	151							66
11	10	38	38	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	152							
11	10	153/4	153/4	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	153							67
11	10	77/2	77/2	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	154							
11	10	155/4	155/4	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	155							68
11	10	39	39	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	156							
11	10	157/4	157/4	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	157							69
11	10	79/2	79/2	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	158							
11	10	159/4	159/4	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	159							70
11	10	40	40	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	160							
12	11	161/4	161/4	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	161							71
12	11	81/2	81/2	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	162							
12	11	163/4	163/4	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	163							72
12	11	41	41	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	164							
12	11	165/4	165/4	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	165							
12	11	83/2	83/2	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	166							
12	11	167/4	167/4	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	167							73
12	11	42	42	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	168							
12	11	169/4	169/4	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	169							74
12	11	85/2	85/2	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	170							
12	11	171/4	171/4	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	171							75
12	11	43	43	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	172							
12	11	173/4	173/4	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	173							76
12	11	87/2	87/2	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	174							
12	11	175/4	175/4	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	175							77
12	11	44	44	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	176							
13	12	177/4	177/4	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	177							78
13	12	89/2	89/2	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	178							
13	12	179/4	179/4	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	179							79
13	12	45	45	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	180							
13	12	181/4	181/4	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	181							80
13	12	91/2	91/2	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	182							
13	12	183/4	183/4	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	183							81
13	12	46	46	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	184							
13	12	185/4	185/4	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	185							82
13	12	93/2	93/2	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	186							
13	12	187/4	187/4	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	187							83
13	12	47	47	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	188							
13	12	189/4	189/4	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	189							
14	12	48	48	0.25	0	15/16	Chord	2/2	1	1	1/16	1/16	1	190							
15	13	193/4	193/4	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	191							84
15	13	97/2	97/2	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	192							
15	13	195/4	195/4	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	193							85
15	13	49	49	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	194							
15	13	197/4	197/4	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	195							86
15	13	99/2	99/2	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	196							
15	13	199/4	199/4	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	197							87
15	13	50	50	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	198							
15	13	201/4	201/4	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	199							88
15	13	101/2	101/2	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	200							
15	13	203/4	203/4	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	201							89
15	13	51	51	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	202							
15	13	205/4	205/4	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	203							90
15	13	103/2	103/2	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	204							
15	13	207/4	207/4	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	205							91
15	13	52	52	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	206							
16	14	209/4	209/4	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	207							92
16	14	105/2	105/2	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	208							
16	14	211/4	211/4	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	209							93
16	14	53	53	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	210							
16	14	213/4	213/4	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	211							94
16	14	107/2	107/2	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	212							
16	14	215/4	215/4	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	213							95
16	14	54	54	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	214							
16	14	217/4	217/4	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	215							96
16	14	109/2	109/2	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	216							
16	14	219/4	219/4	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	217							97
16	14	55	55	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	218							
16	14	221/4	221/4	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	219							98
16	14	111/2	111/2	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	220							
16	14	223/4	223/4	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	221							99
16	14	56	56	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	222							
17	15	225/4	225/4	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	223							100
17	15	113/2	113/2	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	224							
17	15	227/4	227/4	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	225							101
17	15	57	57	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	226							
17	15	229/4	229/4	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	227							102
17	15	115/2	115/2	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	228							
17	15	231/4	231/4	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	229							103
17	15	58	58	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	230							
17	15	233/4	233/4	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	231							104
17	15	117/2	117/2	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	232							
17	15	235/4	235/4	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	233							105
17	15	59	59	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	234							
17	15	237/4	237/4	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	235							106
17	15	119/2	119/2	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	236							
17	15	239/4	239/4	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	237							107
17	15	60	60	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	238							
18	16	241/4	241/4	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	239							108
18	16	121/2	121/2	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	240							
18	16	243/4	243/4	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	241							109
18	16	61	61	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	242							
18	16	245/4	245/4	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	243							110
18	16	123/2	123/2	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	244							
18	16	247/4	247/4	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	245							111
18	16	62	62	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	246							
18	16	249/4	249/4	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	247							112
18	16	125/2	125/2	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	248							
18	16	251/4	251/4	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	249							113
18	16	63	63	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	250							
18	16	253/4	253/4	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	251							114
18	16	127/2	127/2	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	252							
18	16	255/4	255/4	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	253							115
18	16	64	64	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	254							
19	17	257/4	257/4	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	255							116
19	17	129/2	129/2	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	256							
19	17	259/4	259/4	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	257							117
19	17	65	65	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	258							
19	17	261/4	261/4	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	259							118
19	17	131/2	131/2	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	260							
19	17	263/4	263/4	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	261							119
19	17	66	66	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	262							
19	17	265/4	265/4	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	263							120
19	17	133/2	133/2	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	264							
19	17	267/4	267/4	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	265							121
19	17	67	67	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	266							
19	17	269/4	269/4	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	267							122
19	17	135/2	135/2	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	268							
19	17	271/4	271/4	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	269							123
19	17	68	68	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	270							
20	18	273/4	273/4	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	271							124
20	18	137/2	137/2	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	272							
20	18	275/4	275/4	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	273							125
20	18	69	69	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	274							
20	18	277/4	277/4	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	275							126
20	18	139/2	139/2	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	276							
20	18	279/4	279/4	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	277							127
20	18	70	70	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	278							
20	18	281/4	281/4	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	279							128
20	18	141/2	141/2	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	280							
20	18	283/4	283/4	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	281							129
20	18	71	71	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	282							
