mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
27	25	147/2	147/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	286						
27	25	295/4	295/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	287						
27	25	74	74	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	288						
27	25	297/4	297/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	289						
27	25	149/2	149/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	290						
27	25	299/4	299/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	291						
27	25	75	75	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	292						
28	26	301/4	301/4	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	293						
28	26	151/2	151/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	294						
28	26	303/4	303/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	295						
28	26	76	76	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	296						
28	26	305/4	305/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	297						
28	26	153/2	153/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	298						
28	26	307/4	307/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	299						
28	26	77	77	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	300						
28	26	309/4	309/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	301						
28	26	155/2	155/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	302						
28	26	311/4	311/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	303						
28	26	78	78	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	304						
29	27	313/4	313/4	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	305						
29	27	157/2	157/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	306						24
29	27	315/4	315/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	307						24
29	27	79	79	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	308						
29	27	317/4	317/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	309						
29	27	159/2	159/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	310						
29	27	319/4	319/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	311						
29	27	80	80	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	312						
29	27	321/4	321/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	313						
29	27	161/2	161/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	314						
29	27	323/4	323/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	315						
29	27	81	81	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	316						
30	28	325/4	325/4	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	317						25
30	28	163/2	163/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	318						25
30	28	327/4	327/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	319						
30	28	82	82	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	320						
30	28	329/4	329/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	321						
30	28	165/2	165/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	322						
30	28	331/4	331/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	323						
30	28	83	83	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	324						
30	28	333/4	333/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	325						
30	28	167/2	167/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	326						
30	28	335/4	335/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	327						
30	28	84	84	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	328						
31	29	337/4	337/4	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	329						
31	29	169/2	169/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	330						26
31	29	339/4	339/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	331						26
31	29	85	85	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	332						26
31	29	341/4	341/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	333						26
31	29	171/2	171/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	334						26
31	29	343/4	343/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	335						26
31	29	86	86	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	336						
31	29	345/4	345/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	337						
31	29	173/2	173/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	338						
31	29	347/4	347/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	339						
31	29	87	87	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	340						
32	30	349/4	349/4	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	341						
32	30	175/2	175/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	342						27
32	30	351/4	351/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	343						27
32	30	88	88	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	344						27
32	30	353/4	353/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	345						27
32	30	177/2	177/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	346						27
32	30	355/4	355/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	347						27
32	30	89	89	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	348						
32	30	357/4	357/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	349						
32	30	179/2	179/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	350						
32	30	359/4	359/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	351						
32	30	90	90	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	352						
33	31	361/4	361/4	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	353						
33	31	181/2	181/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	354						28
33	31	363/4	363/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	355						28
33	31	91	91	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	356						28
33	31	365/4	365/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	357						28
33	31	183/2	183/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	358						28
33	31	367/4	367/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	359						28
33	31	92	92	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	360						
33	31	369/4	369/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	361						
33	31	185/2	185/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	362						
33	31	371/4	371/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	363						
33	31	93	93	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	364						
34	32	373/4	373/4	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	365						
34	32	187/2	187/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	366						
34	32	375/4	375/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	367						
34	32	94	94	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	368						
34	32	377/4	377/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	369						
34	32	189/2	189/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	370						
34	32	379/4	379/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	371						
34	32	95	95	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	372						
34	32	381/4	381/4	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	373						
